Date,Description,Amount
2024-10-30,Pharmacy,33.24
2024-05-06,Streaming Service,-150.06
2024-09-11,Coffee Shop,-483.36
2024-03-18,Pharmacy,195.93
2024-07-23,Streaming Service,-329.19
2024-06-30,Utilities,-361.63
2024-08-17,Online Store,7.23
2024-10-16,Coffee Shop,-276.48
2024-05-19,Pharmacy,-490.97
2024-08-15,Restaurant,79.33
2024-11-07,Grocery,127.4
2024-03-14,Utilities,90.27
2024-06-04,Fuel,74.09
2024-07-21,"RideShare, Special",-496.15
2024-10-31,RideShare,179.72
2024-05-10,Streaming Service,117.81
2024-10-19,Restaurant,-424.73
2024-09-17,Online Store,301.98
2024-06-03,Fuel,-257.47
2024-08-22,Streaming Service,-156.64
2024-07-23,Utilities,33.22
2024-07-13,Restaurant,33.7
2024-05-15,Restaurant,292.34
2024-03-26,Streaming Service,375.84
2024-06-16,Coffee Shop,387.63
2024-01-17,Coffee Shop,461.18
2024-01-21,Pharmacy,52.88
2024-02-01,Grocery,-320.86
2024-09-30,Restaurant,-395.63
2024-04-23,Grocery,39.62
2024-10-11,Online Store,304.5
2024-06-17,RideShare,314.8
2024-10-09,Online Store,236.89
2024-05-14,Fuel,-84.01
2024-05-01,Grocery,460.13
2024-07-08,"Grocery, Special",-287.15
2024-12-13,Gym,259.77
2024-07-25,Fuel,369.44
2024-11-01,Gym,-482.71
2024-07-02,Pharmacy,57.96
2024-10-16,Online Store,478.75
2024-12-06,Restaurant,69.48
2024-09-14,RideShare,412.27
2024-11-30,Fuel,-338.0
2024-11-25,"Grocery, Special",131.02
2024-04-14,Pharmacy,187.93
2024-01-25,Online Store,-204.37
2024-05-09,Coffee Shop,438.14
2024-07-20,RideShare,-157.06
2024-08-04,Streaming Service,-99.13
2024-07-10,Coffee Shop,-461.38
2024-03-13,Coffee Shop,410.16
2024-11-08,Utilities,-22.31
2024-06-10,Pharmacy,-315.76
2024-04-02,Fuel,-168.21
2024-04-20,Restaurant,-470.6
2024-09-12,Restaurant,-111.2
2024-10-04,Restaurant,-174.32
2024-11-01,Online Store,-173.74
2024-02-19,Online Store,-187.46
2024-09-07,Fuel,-212.53
2024-06-27,Online Store,201.52
2024-11-01,"Grocery, Special",-250.86
2024-03-06,Coffee Shop,430.52
2024-02-04,RideShare,278.8
2024-03-14,RideShare,-74.4
2024-05-18,Streaming Service,231.51
2024-11-12,Gym,212.37
2024-06-13,Streaming Service,-319.06
2024-12-08,Restaurant,341.7
2024-03-12,Gym,-384.34
2024-09-14,Gym,114.95
2024-08-17,Fuel,416.24
2024-09-27,Grocery,99.29
2024-05-12,RideShare,-230.75
2024-04-27,Gym,-143.38
2024-03-13,Restaurant,28.92
2024-05-31,Fuel,344.1
2024-03-01,Gym,202.33
2024-10-19,RideShare,-210.62
2024-11-04,"Online Store, Special",-268.63
2024-09-18,"Streaming Service, Special",-304.76
2024-09-28,Online Store,373.85
2024-02-05,Online Store,144.31
2024-11-03,Coffee Shop,-462.57
2024-08-30,Streaming Service,-324.92
2024-10-12,Fuel,-325.91
2024-10-05,RideShare,-214.76
2024-10-11,Pharmacy,184.27
2024-06-09,Coffee Shop,191.51
2024-07-28,Gym,-287.29
2024-06-16,Online Store,305.78
2024-09-19,Grocery,64.53
2024-02-24,Gym,-21.63
2024-05-29,Restaurant,-3.44
2024-09-02,RideShare,433.52
2024-10-30,Pharmacy,-434.7
2024-06-07,Online Store,-103.95
2024-10-27,Utilities,388.66
2024-11-18,Pharmacy,406.04
2024-01-27,Utilities,85.84
2024-01-15,Grocery,32.27
2024-10-10,Gym,77.44
2024-09-29,Online Store,183.76
2024-06-23,Coffee Shop,-415.02
2024-10-31,Pharmacy,-209.49
2024-05-27,Coffee Shop,-110.14
2024-09-20,Streaming Service,251.08
2024-12-09,Utilities,82.84
2024-08-12,Coffee Shop,376.84
2024-09-08,Gym,71.01
2024-09-23,Coffee Shop,241.9
2024-10-30,Grocery,-428.54
2024-10-25,RideShare,109.2
2024-12-05,Fuel,-200.76
2024-10-03,Online Store,407.3
2024-08-19,Fuel,426.23
2024-10-24,Streaming Service,465.49
2024-06-17,Fuel,294.81
2024-04-15,Pharmacy,373.85
2024-09-24,Pharmacy,-395.19
2024-04-03,Online Store,-290.08
2024-09-14,Gym,348.92
2024-02-28,Fuel,109.75
2024-09-08,Streaming Service,445.26
2024-06-21,"Utilities, Special",321.07
2024-11-12,Utilities,-333.08
2024-02-23,RideShare,-453.01
2024-06-10,Coffee Shop,-74.77
2024-08-04,Utilities,323.11
2024-07-10,Fuel,156.99
2024-09-15,Streaming Service,254.54
2024-08-25,Grocery,168.94
2024-04-09,Coffee Shop,-480.02
2024-03-03,Fuel,287.26
2024-02-10,Grocery,357.65
2024-03-05,Utilities,-192.63
2024-11-26,Gym,-256.65
2024-08-06,Grocery,190.08
2024-06-16,Streaming Service,355.59
2024-03-03,Grocery,-439.0
2024-03-10,Restaurant,-38.96
2024-07-24,Fuel,432.67
2024-09-28,RideShare,257.53
2024-03-12,RideShare,190.21
2024-09-17,Utilities,-254.65
2024-06-29,Online Store,-439.65
2024-01-04,Gym,475.43
2024-08-08,Fuel,455.63
2024-08-18,Online Store,-165.69
2024-07-16,Pharmacy,-12.66
2024-04-05,Gym,377.22
2024-02-21,Pharmacy,-107.11
2024-12-13,"Utilities, Special",-365.98
2024-09-17,Online Store,-318.29
2024-01-15,Coffee Shop,-78.18
2024-11-28,Pharmacy,-156.88
2024-05-07,Restaurant,-417.79
2024-05-10,Restaurant,204.8
2024-07-30,"Fuel, Special",-395.16
2024-12-22,RideShare,-176.67
2024-04-14,Gym,318.14
2024-06-02,Pharmacy,-457.15
2024-07-10,"Fuel, Special",169.28
2024-10-06,Grocery,480.13
2024-01-05,Restaurant,-80.3
2024-08-04,Coffee Shop,9.11
2024-02-22,Restaurant,176.43
2024-08-20,Fuel,79.01
2024-10-30,Gym,426.57
2024-10-21,Pharmacy,-455.1
2024-09-10,Pharmacy,256.17
2024-12-03,Utilities,192.06
2024-01-02,Utilities,5.66
2024-05-22,Utilities,265.26
2024-06-12,Gym,206.91
2024-06-17,Streaming Service,-46.33
2024-09-08,Fuel,388.27
2024-01-11,Pharmacy,459.86
2024-03-02,Fuel,339.14
2024-05-18,Grocery,447.11
2024-10-29,Streaming Service,401.15
2024-09-16,RideShare,-30.11
2024-11-29,Gym,-277.56
2024-04-29,Online Store,260.98
2024-08-18,Grocery,-405.71
2024-01-05,"Utilities, Special",413.14
2024-06-27,Online Store,136.92
2024-08-02,Grocery,-372.28
2024-03-09,Gym,-333.14
2024-01-21,Restaurant,347.38
2024-04-29,Fuel,224.16
2024-07-01,RideShare,-492.68
2024-05-23,"Fuel, Special",207.28
2024-09-10,Utilities,-227.89
2024-10-16,Online Store,-128.77
2024-05-02,Streaming Service,-440.5
2024-09-04,Utilities,454.75
2024-03-14,Coffee Shop,43.99
2024-08-26,Grocery,235.38
2024-08-31,Coffee Shop,482.96
2024-10-21,Pharmacy,-322.54
2024-02-10,RideShare,293.45
2024-04-04,"Restaurant, Special",332.38
2024-12-21,Online Store,-400.32
2024-09-30,Utilities,-307.58
2024-07-14,Streaming Service,187.54
2024-04-20,Grocery,-350.69
2024-07-23,RideShare,-330.16
2024-03-18,"Grocery, Special",-164.78
2024-05-01,Pharmacy,-85.9
2024-03-10,Fuel,-303.41
2024-10-05,"Utilities, Special",-161.04
2024-08-31,Utilities,-440.07
2024-09-10,Online Store,455.31
2024-10-15,"Grocery, Special",-38.61
2024-11-11,RideShare,252.64
2024-01-18,RideShare,-406.48
2024-04-14,Streaming Service,66.37
2024-09-17,RideShare,155.09
2024-09-10,Coffee Shop,-475.05
2024-05-09,Gym,209.95
2024-05-23,Pharmacy,498.79
2024-02-26,Utilities,307.74
2024-02-05,RideShare,-45.21
2024-06-05,Online Store,483.25
2024-03-15,Online Store,-206.86
2024-03-08,Coffee Shop,-407.16
2024-07-22,Grocery,-318.92
2024-10-27,Restaurant,-358.08
2024-12-06,Grocery,-194.91
2024-08-16,RideShare,-124.17
2024-01-12,Online Store,-79.33
2024-11-16,Gym,-275.35
2024-03-07,RideShare,151.55
2024-11-04,Restaurant,-475.89
2024-12-12,Coffee Shop,-155.05
2024-12-20,Gym,-149.24
2024-07-14,Grocery,-393.7
2024-12-07,Fuel,430.14
2024-10-24,Fuel,-70.13
2024-07-26,Restaurant,302.33
2024-07-30,Restaurant,-72.04
2024-09-20,Pharmacy,-36.39
2024-01-31,Grocery,-230.77
2024-08-21,"Restaurant, Special",249.2
2024-08-12,Streaming Service,476.72
2024-02-26,"Utilities, Special",-208.42
2024-10-17,Coffee Shop,-199.22
2024-01-26,Pharmacy,226.1
2024-09-27,Online Store,461.95
2024-11-16,Coffee Shop,285.42
2024-04-27,Restaurant,9.86
2024-05-18,RideShare,-460.93
2024-03-21,Fuel,465.46
2024-07-29,Gym,-312.51
2024-12-31,Grocery,497.87
2024-04-12,RideShare,242.54
2024-01-08,Gym,-498.51
2024-04-16,"Online Store, Special",-479.38
2024-10-07,Streaming Service,293.28
2024-12-31,Pharmacy,93.74
2024-11-09,"Grocery, Special",21.09
2024-10-17,Fuel,-380.89
2024-01-02,Grocery,355.87
2024-02-17,Pharmacy,241.38
2024-03-18,Online Store,-5.53
2024-08-21,Utilities,445.07
2024-10-22,RideShare,117.78
2024-07-17,Grocery,233.06
2024-06-02,Streaming Service,450.95
2024-10-07,Pharmacy,-241.99
2024-05-05,Grocery,421.36
2024-10-28,Streaming Service,-280.88
2024-08-10,Fuel,223.01
2024-05-05,RideShare,-403.88
2024-02-13,Gym,104.13
2024-11-26,Gym,-170.27
2024-03-13,Utilities,-190.95
2024-01-10,Online Store,304.92
2024-12-06,Grocery,-296.55
2024-05-02,Restaurant,-470.03
2024-06-13,Pharmacy,107.21
2024-05-08,Restaurant,204.05
2024-07-26,Pharmacy,216.11
2024-02-18,Grocery,-233.0
2024-11-25,Grocery,206.34
2024-10-03,Fuel,-347.79
2024-03-11,Online Store,96.46
2024-05-27,Grocery,390.68
2024-03-13,Grocery,0.8
2024-02-05,RideShare,-175.24
2024-03-10,RideShare,412.74
2024-11-22,Online Store,-340.23
2024-04-23,Gym,-482.6
2024-05-30,Fuel,-405.3
2024-10-13,Coffee Shop,-167.98
2024-10-08,Fuel,438.27
2024-11-17,Coffee Shop,474.55
2024-06-26,"Utilities, Special",165.56
2024-07-22,Fuel,-439.17
2024-11-04,Coffee Shop,-235.5
2024-07-28,Grocery,-372.21
2024-05-04,Streaming Service,-413.33
2024-02-15,Coffee Shop,404.08
2024-10-17,Pharmacy,-410.43
2024-01-16,Restaurant,215.33
2024-01-06,RideShare,-64.77
2024-06-15,Online Store,271.9
2024-05-12,Restaurant,-454.0
2024-06-05,Coffee Shop,478.47
2024-08-02,Online Store,-200.15
2024-01-13,Fuel,-167.1
2024-01-04,Gym,243.52
2024-11-16,Online Store,-190.87
2024-03-17,Restaurant,58.33
2024-08-03,Fuel,-90.17
2024-03-27,Coffee Shop,256.86
2024-12-13,Coffee Shop,168.18
2024-04-03,Pharmacy,-496.21
2024-07-19,Pharmacy,-112.57
2024-06-28,Pharmacy,355.93
2024-05-21,Fuel,121.4
2024-08-14,Pharmacy,-58.0
2024-05-18,Utilities,-32.92
2024-02-11,Coffee Shop,139.11
2024-07-04,"Grocery, Special",474.97
2024-02-25,Streaming Service,65.63
2024-06-03,Coffee Shop,-186.79
2024-05-19,Online Store,-192.76
2024-08-02,Pharmacy,447.47
2024-03-18,Fuel,137.2
2024-05-09,Utilities,-143.72
2024-07-01,Restaurant,-327.93
2024-07-23,Restaurant,142.82
2024-02-15,Fuel,210.26
2024-09-09,Online Store,-419.69
2024-03-16,RideShare,357.17
2024-08-07,Online Store,-162.64
2024-10-27,Restaurant,364.0
2024-04-01,Fuel,-222.77
2024-08-02,"Streaming Service, Special",-94.85
2024-05-12,Grocery,-401.66
2024-02-21,Grocery,-339.0
2024-07-08,Restaurant,249.75
2024-02-12,Coffee Shop,-470.69
2024-12-28,Pharmacy,111.3
2024-09-27,"Pharmacy, Special",445.97
2024-09-11,Coffee Shop,229.98
2024-09-15,Pharmacy,-441.55
2024-03-24,Grocery,-298.36
2024-10-31,RideShare,92.23
2024-11-05,Grocery,307.59
2024-01-17,Grocery,418.98
2024-08-31,Fuel,250.21
2024-09-11,Fuel,-33.37
2024-11-29,Streaming Service,280.67
2024-02-23,Pharmacy,-344.41
2024-06-30,Utilities,490.62
2024-09-16,Restaurant,148.01
2024-11-21,RideShare,-171.34
2024-07-05,Grocery,-422.96
2024-08-12,Gym,30.11
2024-12-27,"Fuel, Special",422.62
2024-10-12,Streaming Service,337.12
2024-09-24,Grocery,279.39
2024-11-02,Grocery,-32.05
2024-07-31,Fuel,52.52
2024-09-19,Fuel,-30.02
2024-03-20,Coffee Shop,176.85
2024-10-28,Pharmacy,-9.59
2024-03-02,Streaming Service,-161.15
2024-04-26,Grocery,-80.77
2024-02-24,Grocery,-213.2
2024-01-08,Streaming Service,-148.1
2024-09-13,"Grocery, Special",151.33
2024-12-08,Restaurant,268.03
2024-04-19,Pharmacy,-337.73
2024-03-03,Pharmacy,289.34
2024-07-15,Utilities,-117.57
2024-06-29,RideShare,166.38
2024-01-11,Pharmacy,182.24
2024-07-01,Fuel,190.09
2024-05-05,Utilities,414.39
2024-07-05,Coffee Shop,-445.08
2024-02-29,Pharmacy,323.45
2024-07-17,"Fuel, Special",427.74
2024-04-21,Online Store,479.23
2024-11-28,Streaming Service,392.79
2024-03-21,Restaurant,202.82
2024-12-21,Fuel,365.7
2024-10-22,Coffee Shop,355.28
2024-09-14,Fuel,-489.78
2024-02-24,Pharmacy,309.49
2024-01-08,Gym,-453.15
2024-02-21,Gym,-122.94
2024-07-05,Streaming Service,198.29
2024-07-25,Online Store,367.74
2024-11-10,Gym,49.95
2024-02-17,Grocery,320.19
2024-05-21,RideShare,268.71
2024-03-20,RideShare,308.38
2024-08-05,Fuel,-253.22
2024-06-21,Gym,414.39
2024-02-26,Coffee Shop,-423.64
2024-08-17,RideShare,-401.52
2024-04-29,Utilities,62.79
2024-09-16,Fuel,-240.4
2024-07-11,Grocery,312.1
2024-08-24,Coffee Shop,-116.65
2024-03-19,Restaurant,-64.87
2024-07-08,Restaurant,-37.42
2024-03-13,Grocery,-58.46
2024-01-14,RideShare,326.91
2024-08-25,Fuel,305.51
2024-11-29,RideShare,141.22
2024-04-27,RideShare,-438.8
2024-02-20,RideShare,478.7
2024-09-28,Grocery,388.67
2024-05-31,Fuel,3.25
2024-06-15,RideShare,-116.68
2024-03-23,Utilities,-240.44
2024-07-20,Streaming Service,-352.5
2024-08-18,Coffee Shop,333.91
2024-01-24,RideShare,-249.33
2024-01-06,RideShare,-122.75
2024-04-15,Coffee Shop,-432.4
2024-12-27,Online Store,-291.75
2024-10-07,Pharmacy,191.63
2024-07-02,Utilities,393.12
2024-08-08,Streaming Service,107.38
2024-07-27,Grocery,17.01
2024-09-24,Pharmacy,-266.24
2024-01-30,Gym,277.42
2024-05-12,Grocery,-474.6
2024-09-25,Utilities,-25.73
2024-10-22,Pharmacy,456.99
2024-06-16,Utilities,-70.94
2024-05-11,Grocery,181.81
2024-06-13,Pharmacy,236.75
2024-09-13,Utilities,-0.19
2024-06-22,Gym,-63.67
2024-02-09,Utilities,-472.38
2024-09-26,Restaurant,-319.07
2024-04-17,Pharmacy,-369.76
2024-04-15,Coffee Shop,-323.94
2024-11-25,Coffee Shop,-393.58
2024-02-08,RideShare,151.25
2024-09-07,Pharmacy,468.71
2024-02-24,Pharmacy,279.44
2024-03-21,Utilities,-128.05
2024-05-27,Restaurant,-95.85
2024-10-10,"Online Store, Special",-324.28
2024-02-23,Pharmacy,-492.14
2024-10-26,Coffee Shop,398.49
2024-07-30,Utilities,-486.09
2024-05-16,Coffee Shop,-231.36
2024-02-09,Grocery,-474.73
2024-02-06,RideShare,387.06
2024-01-10,Online Store,-419.61
2024-04-09,RideShare,-460.66
2024-06-24,Grocery,-208.79
2024-04-11,Online Store,335.13
2024-04-03,Restaurant,-123.26
2024-04-24,Fuel,-59.43
2024-10-15,Restaurant,-66.77
2024-05-03,"Streaming Service, Special",-277.71
2024-10-15,Grocery,256.23
2024-06-15,Restaurant,380.98
2024-11-11,Utilities,50.04
2024-02-25,Utilities,104.71
2024-03-06,RideShare,491.31
2024-09-09,Coffee Shop,-412.99
2024-10-20,Fuel,-277.79
2024-11-29,Grocery,272.4
2024-08-07,Grocery,-69.55
2024-08-02,RideShare,-168.87
2024-03-28,RideShare,52.96
2024-06-04,Gym,88.11
2024-05-15,Utilities,86.38
2024-01-12,RideShare,5.67
2024-10-06,Pharmacy,-497.21
2024-09-10,Gym,346.49
2024-01-12,"Coffee Shop, Special",-489.77
2024-02-22,Utilities,344.44
2024-10-31,Grocery,271.65
2024-07-09,Restaurant,-261.8
2024-01-17,Restaurant,72.42
2024-01-18,Utilities,398.75
2024-06-27,Online Store,-326.69
2024-03-26,Online Store,-459.26
2024-07-10,Gym,473.43
2024-02-28,Utilities,-273.76
2024-06-21,Restaurant,217.91
2024-01-18,Online Store,80.9
2024-10-10,Streaming Service,283.37
2024-11-15,Online Store,-254.4
2024-03-24,Restaurant,-105.89
2024-03-24,Utilities,-492.76
2024-10-02,Grocery,246.62
2024-10-02,Online Store,331.65
2024-05-17,Restaurant,379.7
2024-01-30,RideShare,251.36
2024-07-20,Gym,111.73
2024-11-10,Coffee Shop,-382.1
2024-05-04,RideShare,-424.75
2024-08-23,Restaurant,-222.14
2024-02-03,Grocery,95.3
2024-05-17,Fuel,401.69
2024-06-24,Utilities,-402.21
2024-03-08,Coffee Shop,-423.99
2024-04-27,Fuel,-267.88
2024-07-24,Coffee Shop,354.97
2024-05-20,RideShare,167.78
2024-09-17,Pharmacy,-397.11
2024-03-13,Grocery,-74.28
2024-08-17,"Online Store, Special",71.08
2024-03-22,Streaming Service,-184.59
2024-03-11,Restaurant,-333.78
2024-02-24,Fuel,-269.73
2024-06-18,"Gym, Special",-405.91
2024-04-17,Coffee Shop,139.85
2024-06-02,Online Store,-450.63
2024-08-14,RideShare,-39.0
2024-03-12,Restaurant,473.82
2024-07-10,Restaurant,-346.67
2024-02-17,Streaming Service,208.2
2024-05-10,Gym,39.7
2024-02-26,Utilities,427.67
2024-01-04,Restaurant,-16.9
2024-01-22,Pharmacy,-117.8
2024-10-21,Online Store,380.63
2024-03-28,Utilities,58.19
2024-06-30,Fuel,117.51
2024-01-30,Coffee Shop,216.41
2024-12-06,Restaurant,-225.06
2024-09-23,Gym,285.61
2024-07-02,Streaming Service,329.54
2024-10-04,Coffee Shop,-179.36
2024-08-11,RideShare,288.54
2024-01-10,Streaming Service,-17.74
2024-12-03,Utilities,-137.59
2024-04-20,Gym,-419.85
2024-10-26,Pharmacy,-340.98
2024-04-03,"Gym, Special",-393.71
2024-04-03,Gym,163.69
2024-11-21,Pharmacy,382.92
2024-06-02,RideShare,-88.81
2024-10-28,Restaurant,146.12
2024-02-16,Coffee Shop,-254.32
2024-05-20,Fuel,73.4
2024-10-31,Grocery,105.48
2024-12-01,Pharmacy,331.48
2024-08-15,Grocery,-101.5
2024-05-14,Gym,-447.38
2024-10-24,Gym,-314.89
2024-09-01,Restaurant,-481.24
2024-04-28,Utilities,237.32
2024-02-13,Utilities,-129.26
2024-04-12,Streaming Service,-365.53
2024-06-01,RideShare,449.64
2024-04-23,Pharmacy,194.83
2024-08-02,Grocery,-356.43
2024-09-05,Grocery,-219.01
2024-02-26,Pharmacy,-445.11
2024-08-11,Coffee Shop,-281.61
2024-09-26,"Gym, Special",72.44
2024-04-26,RideShare,-228.62
2024-02-16,RideShare,159.03
2024-04-24,Fuel,367.35
2024-04-11,Pharmacy,142.91
2024-11-12,Restaurant,-406.85
2024-08-10,Restaurant,-299.95
2024-02-20,Pharmacy,399.93
2024-05-27,Fuel,-303.37
2024-04-01,RideShare,394.76
2024-09-24,Gym,-79.78
2024-01-17,Pharmacy,-291.57
2024-05-08,Utilities,123.68
2024-01-24,Restaurant,308.85
2024-08-30,Gym,-399.91
2024-10-08,"RideShare, Special",-413.46
2024-09-10,Utilities,-311.21
2024-06-02,"Coffee Shop, Special",-331.3
2024-10-13,Online Store,-233.39
2024-05-16,Fuel,-331.78
2024-05-17,Gym,-164.76
2024-04-10,Streaming Service,72.6
2024-08-17,Utilities,-489.22
2024-07-02,Restaurant,-130.28
2024-04-25,Pharmacy,-363.18
2024-10-13,"Utilities, Special",188.21
2024-03-29,Online Store,233.94
2024-05-16,Fuel,479.25
2024-01-02,Utilities,0.86
2024-06-21,Gym,443.61
2024-03-30,Fuel,-221.47
2024-06-13,Utilities,335.23
2024-01-17,Utilities,-23.04
2024-02-09,Restaurant,-450.09
2024-09-07,Pharmacy,-206.4
2024-08-21,Streaming Service,22.55
2024-05-21,Online Store,-103.82
2024-07-11,Fuel,-48.63
2024-11-29,Gym,-243.59
2024-07-31,RideShare,376.84
2024-04-29,Pharmacy,309.14
2024-02-04,Gym,382.27
2024-02-14,Streaming Service,17.53
2024-11-07,"Utilities, Special",-440.19
2024-08-19,RideShare,-333.06
2024-02-26,Grocery,-191.93
2024-01-21,RideShare,337.63
2024-07-16,Grocery,-263.81
2024-07-29,"Pharmacy, Special",399.43
2024-04-26,Online Store,414.85
2024-10-30,Streaming Service,-472.95
2024-09-04,RideShare,-477.75
2024-07-26,RideShare,387.66
2024-03-02,Streaming Service,-316.96
2024-04-03,Pharmacy,357.62
2024-10-21,Restaurant,114.31
2024-09-19,RideShare,7.07
2024-06-17,Online Store,-170.51
2024-11-02,Grocery,251.43
2024-10-20,Pharmacy,179.74
2024-03-27,Streaming Service,368.46
2024-09-14,RideShare,-475.93
2024-06-10,Gym,343.84
2024-11-22,Restaurant,-361.0
2024-03-01,RideShare,147.91
2024-10-14,Pharmacy,264.84
2024-10-06,Pharmacy,-57.22
2024-07-27,Pharmacy,338.94
2024-02-05,Pharmacy,77.88
2024-12-12,Grocery,443.51
2024-10-24,Utilities,336.98
2024-11-11,Fuel,66.65
2024-10-01,Coffee Shop,61.85
2024-08-02,Gym,269.46
2024-04-29,RideShare,237.54
2024-01-04,Streaming Service,330.46
2024-11-08,Restaurant,87.31
2024-03-21,Grocery,195.46
2024-10-01,Online Store,-412.9
2024-05-01,Gym,489.57
2024-11-03,Grocery,-141.21
2024-10-16,Utilities,-50.36
2024-07-13,Utilities,116.93
2024-10-02,RideShare,-132.14
2024-11-06,Streaming Service,499.34
2024-04-28,Streaming Service,242.5
2024-05-22,Online Store,197.37
2024-12-21,Fuel,38.78
2024-07-31,RideShare,427.42
2024-07-16,Pharmacy,-228.92
2024-04-23,Fuel,145.2
2024-10-23,Grocery,150.49
2024-05-09,Utilities,158.17
2024-11-30,Streaming Service,-498.53
2024-08-17,Grocery,-445.6
2024-11-02,Coffee Shop,-201.66
2024-08-16,Grocery,13.18
2024-10-03,Grocery,398.25
2024-02-03,RideShare,-349.78
2024-03-25,Utilities,50.27
2024-11-29,Restaurant,342.45
2024-06-16,Grocery,-480.76
2024-03-16,Streaming Service,79.45
2024-06-22,Utilities,146.85
2024-11-19,Restaurant,-81.05
2024-01-02,Pharmacy,185.42
2024-11-03,Pharmacy,-328.51
2024-08-29,Pharmacy,-484.44
2024-01-17,Streaming Service,-483.26
2024-11-15,Fuel,135.6
2024-03-30,Pharmacy,401.35
2024-05-15,Restaurant,-173.94
2024-10-31,Pharmacy,-316.12
2024-05-09,Gym,180.47
2024-09-05,Grocery,-489.05
2024-05-31,Coffee Shop,157.63
2024-07-10,Online Store,-481.43
2024-02-16,Coffee Shop,-41.47
2024-05-07,Grocery,409.47
2024-10-18,RideShare,316.36
2024-12-26,Grocery,-123.28
2024-08-17,Grocery,254.21
2024-05-04,Pharmacy,344.46
2024-12-19,"Restaurant, Special",-145.14
2024-12-23,Pharmacy,253.9
2024-12-24,Streaming Service,289.77
2024-05-22,Grocery,373.7
2024-12-25,Restaurant,398.86
2024-10-06,Coffee Shop,374.28
2024-10-18,RideShare,-251.23
2024-07-08,Restaurant,-99.93
2024-03-18,Online Store,-269.18
2024-01-20,Pharmacy,-36.41
2024-11-15,Streaming Service,85.31
2024-03-07,Gym,66.95
2024-09-05,Coffee Shop,-449.5
2024-05-11,Coffee Shop,-113.05
2024-03-25,Pharmacy,-371.19
2024-07-15,Pharmacy,466.5
2024-10-18,Utilities,-310.86
2024-06-25,Pharmacy,90.01
2024-11-03,Coffee Shop,237.24
2024-10-07,Online Store,251.5
2024-09-01,Pharmacy,-36.01
2024-09-10,RideShare,-127.83
2024-08-10,Grocery,-252.94
2024-09-25,"Coffee Shop, Special",447.53
2024-05-08,Utilities,-404.35
2024-04-12,Utilities,-310.4
2024-11-02,Fuel,-373.95
2024-01-06,"Grocery, Special",-433.5
2024-06-01,Grocery,158.22
2024-08-26,Pharmacy,116.94
2024-02-04,Restaurant,161.33
2024-01-18,Restaurant,64.02
2024-04-21,Restaurant,-295.87
2024-10-21,RideShare,401.13
2024-10-05,RideShare,91.44
2024-10-03,Pharmacy,332.82
2024-07-15,Restaurant,285.9
2024-12-23,Coffee Shop,-488.64
2024-11-13,Coffee Shop,-317.35
2024-06-21,"Online Store, Special",432.49
2024-08-06,Pharmacy,300.4
2024-11-14,Restaurant,120.44
2024-03-05,Utilities,327.28
2024-10-06,Grocery,357.31
2024-07-24,Streaming Service,-495.69
2024-08-30,Gym,435.24
2024-08-17,Utilities,-399.5
2024-09-26,Pharmacy,478.17
2024-03-19,Restaurant,-493.27
2024-05-06,Restaurant,-379.48
2024-03-24,Gym,-427.46
2024-04-09,RideShare,-184.25
2024-07-26,"Fuel, Special",-3.8
2024-09-10,Online Store,-426.73
2024-06-28,Grocery,-413.84
2024-10-21,Coffee Shop,-353.39
2024-06-19,Utilities,83.83
2024-02-06,Utilities,-15.72
2024-04-17,"RideShare, Special",-201.73
2024-04-04,Restaurant,-189.49
2024-08-17,Restaurant,-499.91
2024-05-18,RideShare,-56.07
2024-09-30,Pharmacy,274.47
2024-06-10,Fuel,384.85
2024-12-20,RideShare,-423.78
2024-11-07,Fuel,129.87
2024-12-18,Streaming Service,474.99
2024-02-15,RideShare,461.01
2024-03-26,Streaming Service,-421.54
2024-06-29,Pharmacy,-244.21
2024-11-05,Fuel,-145.98
2024-01-01,Gym,241.99
2024-02-18,Gym,-48.11
2024-05-18,Utilities,-134.25
2024-11-04,Fuel,-453.11
2024-09-08,"RideShare, Special",-214.94
2024-10-27,Online Store,301.16
2024-06-08,Gym,-382.77
2024-05-21,Grocery,-251.36
2024-12-30,Streaming Service,-418.57
2024-10-03,Grocery,88.57
2024-07-20,Coffee Shop,238.42
2024-01-21,Online Store,415.34
2024-10-05,Streaming Service,448.52
2024-11-17,Grocery,34.18
2024-01-07,Coffee Shop,-342.55
2024-12-23,Gym,401.3
2024-05-24,Pharmacy,-293.35
2024-04-14,Online Store,-82.48
2024-04-12,Grocery,104.9
2024-08-27,Restaurant,-479.33
2024-09-16,Grocery,340.43
2024-09-06,Grocery,464.95
2024-10-12,RideShare,-457.44
2024-03-27,Grocery,215.64
2024-11-02,Utilities,339.1
2024-12-20,Restaurant,-421.14
2024-04-12,Coffee Shop,-121.43
2024-02-19,Gym,53.54
2024-10-14,Grocery,300.34
2024-05-03,Coffee Shop,-388.56
2024-12-01,"Pharmacy, Special",494.19
2024-12-16,Coffee Shop,-186.46
2024-11-03,RideShare,-23.95
2024-05-19,Gym,-203.73
2024-12-23,Grocery,178.9
2024-12-13,Coffee Shop,395.4
2024-02-10,RideShare,-210.72
2024-02-07,Utilities,229.19
2024-10-22,Restaurant,292.67
2024-07-17,Pharmacy,-92.55
2024-05-07,Gym,76.22
2024-01-02,Gym,-486.39
2024-07-15,Fuel,-198.79
